Port_Record_ID,Port_ID,Port_Name,Country,Region,Terminal,Berth
PR05952,P002,Mumbai,India,South Asia,Terminal-4,Berth-12
PR05953,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-13
PR05954,P004,Dubai,UAE,Middle East,Terminal-2,Berth-14
PR05955,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-15
PR05956,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-16
PR05957,P007,Los Angeles,USA,North America,Terminal-1,Berth-17
PR05958,P001,Chennai,India,South Asia,Terminal-2,Berth-18
PR05959,P002,Mumbai,India,South Asia,Terminal-3,Berth-1
PR05960,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-2
PR05961,P004,Dubai,UAE,Middle East,Terminal-1,Berth-3
PR05962,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-4
PR05963,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-5
PR05964,P007,Los Angeles,USA,North America,Terminal-4,Berth-6
PR05965,P001,Chennai,India,South Asia,Terminal-1,Berth-7
PR05966,P002,Mumbai,India,South Asia,Terminal-2,Berth-8
PR05967,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-9
PR05968,P004,Dubai,UAE,Middle East,Terminal-4,Berth-10
PR05969,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-11
PR05970,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-12
PR05971,P007,Los Angeles,USA,North America,Terminal-3,Berth-13
PR05972,P001,Chennai,India,South Asia,Terminal-4,Berth-14
PR05973,P002,Mumbai,India,South Asia,Terminal-1,Berth-15
PR05974,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-16
PR05975,P004,Dubai,UAE,Middle East,Terminal-3,Berth-17
PR05976,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-18
PR05977,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-1
PR05978,P007,Los Angeles,USA,North America,Terminal-2,Berth-2
PR05979,P001,Chennai,India,South Asia,Terminal-3,Berth-3
PR05980,P002,Mumbai,India,South Asia,Terminal-4,Berth-4
PR05981,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-5
PR05982,P004,Dubai,UAE,Middle East,Terminal-2,Berth-6
PR05983,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-7
PR05984,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-8
PR05985,P007,Los Angeles,USA,North America,Terminal-1,Berth-9
PR05986,P001,Chennai,India,South Asia,Terminal-2,Berth-10
PR05987,P002,Mumbai,India,South Asia,Terminal-3,Berth-11
PR05988,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-12
PR05989,P004,Dubai,UAE,Middle East,Terminal-1,Berth-13
PR05990,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-14
PR05991,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-15
PR05992,P007,Los Angeles,USA,North America,Terminal-4,Berth-16
PR05993,P001,Chennai,India,South Asia,Terminal-1,Berth-17
PR05994,P002,Mumbai,India,South Asia,Terminal-2,Berth-18
PR05995,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-1
PR05996,P004,Dubai,UAE,Middle East,Terminal-4,Berth-2
PR05997,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-3
PR05998,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-4
PR05999,P007,Los Angeles,USA,North America,Terminal-3,Berth-5
PR06000,P001,Chennai,India,South Asia,Terminal-4,Berth-6
PR06001,P002,Mumbai,India,South Asia,Terminal-1,Berth-7
PR06002,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-8
PR06003,P004,Dubai,UAE,Middle East,Terminal-3,Berth-9
PR06004,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-10
PR06005,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-11
PR06006,P007,Los Angeles,USA,North America,Terminal-2,Berth-12
PR06007,P001,Chennai,India,South Asia,Terminal-3,Berth-13
PR06008,P002,Mumbai,India,South Asia,Terminal-4,Berth-14
PR06009,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-15
PR06010,P004,Dubai,UAE,Middle East,Terminal-2,Berth-16
PR06011,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-17
PR06012,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-18
PR06013,P007,Los Angeles,USA,North America,Terminal-1,Berth-1
PR06014,P001,Chennai,India,South Asia,Terminal-2,Berth-2
PR06015,P002,Mumbai,India,South Asia,Terminal-3,Berth-3
PR06016,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-4
PR06017,P004,Dubai,UAE,Middle East,Terminal-1,Berth-5
PR06018,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-6
PR06019,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-7
PR06020,P007,Los Angeles,USA,North America,Terminal-4,Berth-8
PR06021,P001,Chennai,India,South Asia,Terminal-1,Berth-9
PR06022,P002,Mumbai,India,South Asia,Terminal-2,Berth-10
PR06023,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-11
PR06024,P004,Dubai,UAE,Middle East,Terminal-4,Berth-12
PR06025,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-13
PR06026,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-14
PR06027,P007,Los Angeles,USA,North America,Terminal-3,Berth-15
PR06028,P001,Chennai,India,South Asia,Terminal-4,Berth-16
PR06029,P002,Mumbai,India,South Asia,Terminal-1,Berth-17
PR06030,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-18
PR06031,P004,Dubai,UAE,Middle East,Terminal-3,Berth-1
PR06032,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-2
PR06033,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-3
PR06034,P007,Los Angeles,USA,North America,Terminal-2,Berth-4
PR06035,P001,Chennai,India,South Asia,Terminal-3,Berth-5
PR06036,P002,Mumbai,India,South Asia,Terminal-4,Berth-6
PR06037,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-7
PR06038,P004,Dubai,UAE,Middle East,Terminal-2,Berth-8
PR06039,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-9
PR06040,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-10
PR06041,P007,Los Angeles,USA,North America,Terminal-1,Berth-11
PR06042,P001,Chennai,India,South Asia,Terminal-2,Berth-12
PR06043,P002,Mumbai,India,South Asia,Terminal-3,Berth-13
PR06044,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-14
PR06045,P004,Dubai,UAE,Middle East,Terminal-1,Berth-15
PR06046,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-16
PR06047,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-17
PR06048,P007,Los Angeles,USA,North America,Terminal-4,Berth-18
PR06049,P001,Chennai,India,South Asia,Terminal-1,Berth-1
PR06050,P002,Mumbai,India,South Asia,Terminal-2,Berth-2
PR06051,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-3
PR06052,P004,Dubai,UAE,Middle East,Terminal-4,Berth-4
PR06053,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-5
PR06054,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-6
PR06055,P007,Los Angeles,USA,North America,Terminal-3,Berth-7
PR06056,P001,Chennai,India,South Asia,Terminal-4,Berth-8
PR06057,P002,Mumbai,India,South Asia,Terminal-1,Berth-9
PR06058,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-10
PR06059,P004,Dubai,UAE,Middle East,Terminal-3,Berth-11
PR06060,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-12
PR06061,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-13
PR06062,P007,Los Angeles,USA,North America,Terminal-2,Berth-14
PR06063,P001,Chennai,India,South Asia,Terminal-3,Berth-15
PR06064,P002,Mumbai,India,South Asia,Terminal-4,Berth-16
PR06065,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-17
PR06066,P004,Dubai,UAE,Middle East,Terminal-2,Berth-18
PR06067,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-1
PR06068,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-2
PR06069,P007,Los Angeles,USA,North America,Terminal-1,Berth-3
PR06070,P001,Chennai,India,South Asia,Terminal-2,Berth-4
PR06071,P002,Mumbai,India,South Asia,Terminal-3,Berth-5
PR06072,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-6
PR06073,P004,Dubai,UAE,Middle East,Terminal-1,Berth-7
PR06074,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-8
PR06075,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-9
PR06076,P007,Los Angeles,USA,North America,Terminal-4,Berth-10
PR06077,P001,Chennai,India,South Asia,Terminal-1,Berth-11
PR06078,P002,Mumbai,India,South Asia,Terminal-2,Berth-12
PR06079,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-13
PR06080,P004,Dubai,UAE,Middle East,Terminal-4,Berth-14
PR06081,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-15
PR06082,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-16
PR06083,P007,Los Angeles,USA,North America,Terminal-3,Berth-17
PR06084,P001,Chennai,India,South Asia,Terminal-4,Berth-18
PR06085,P002,Mumbai,India,South Asia,Terminal-1,Berth-1
PR06086,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-2
PR06087,P004,Dubai,UAE,Middle East,Terminal-3,Berth-3
PR06088,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-4
PR06089,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-5
PR06090,P007,Los Angeles,USA,North America,Terminal-2,Berth-6
PR06091,P001,Chennai,India,South Asia,Terminal-3,Berth-7
PR06092,P002,Mumbai,India,South Asia,Terminal-4,Berth-8
PR06093,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-9
PR06094,P004,Dubai,UAE,Middle East,Terminal-2,Berth-10
PR06095,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-11
PR06096,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-12
PR06097,P007,Los Angeles,USA,North America,Terminal-1,Berth-13
PR06098,P001,Chennai,India,South Asia,Terminal-2,Berth-14
PR06099,P002,Mumbai,India,South Asia,Terminal-3,Berth-15
PR06100,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-16
PR06101,P004,Dubai,UAE,Middle East,Terminal-1,Berth-17
PR06102,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-18
PR06103,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-1
PR06104,P007,Los Angeles,USA,North America,Terminal-4,Berth-2
PR06105,P001,Chennai,India,South Asia,Terminal-1,Berth-3
PR06106,P002,Mumbai,India,South Asia,Terminal-2,Berth-4
PR06107,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-5
PR06108,P004,Dubai,UAE,Middle East,Terminal-4,Berth-6
PR06109,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-7
PR06110,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-8
PR06111,P007,Los Angeles,USA,North America,Terminal-3,Berth-9
PR06112,P001,Chennai,India,South Asia,Terminal-4,Berth-10
PR06113,P002,Mumbai,India,South Asia,Terminal-1,Berth-11
PR06114,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-12
PR06115,P004,Dubai,UAE,Middle East,Terminal-3,Berth-13
PR06116,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-14
PR06117,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-15
PR06118,P007,Los Angeles,USA,North America,Terminal-2,Berth-16
PR06119,P001,Chennai,India,South Asia,Terminal-3,Berth-17
PR06120,P002,Mumbai,India,South Asia,Terminal-4,Berth-18
PR06121,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-1
PR06122,P004,Dubai,UAE,Middle East,Terminal-2,Berth-2
PR06123,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-3
PR06124,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-4
PR06125,P007,Los Angeles,USA,North America,Terminal-1,Berth-5
PR06126,P001,Chennai,India,South Asia,Terminal-2,Berth-6
PR06127,P002,Mumbai,India,South Asia,Terminal-3,Berth-7
PR06128,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-8
PR06129,P004,Dubai,UAE,Middle East,Terminal-1,Berth-9
PR06130,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-10
PR06131,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-11
PR06132,P007,Los Angeles,USA,North America,Terminal-4,Berth-12
PR06133,P001,Chennai,India,South Asia,Terminal-1,Berth-13
PR06134,P002,Mumbai,India,South Asia,Terminal-2,Berth-14
PR06135,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-15
PR06136,P004,Dubai,UAE,Middle East,Terminal-4,Berth-16
PR06137,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-17
PR06138,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-18
PR06139,P007,Los Angeles,USA,North America,Terminal-3,Berth-1
PR06140,P001,Chennai,India,South Asia,Terminal-4,Berth-2
PR06141,P002,Mumbai,India,South Asia,Terminal-1,Berth-3
PR06142,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-4
PR06143,P004,Dubai,UAE,Middle East,Terminal-3,Berth-5
PR06144,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-6
PR06145,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-7
PR06146,P007,Los Angeles,USA,North America,Terminal-2,Berth-8
PR06147,P001,Chennai,India,South Asia,Terminal-3,Berth-9
PR06148,P002,Mumbai,India,South Asia,Terminal-4,Berth-10
PR06149,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-11
PR06150,P004,Dubai,UAE,Middle East,Terminal-2,Berth-12
PR06151,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-13
PR06152,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-14
PR06153,P007,Los Angeles,USA,North America,Terminal-1,Berth-15
PR06154,P001,Chennai,India,South Asia,Terminal-2,Berth-16
PR06155,P002,Mumbai,India,South Asia,Terminal-3,Berth-17
PR06156,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-18
PR06157,P004,Dubai,UAE,Middle East,Terminal-1,Berth-1
PR06158,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-2
PR06159,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-3
PR06160,P007,Los Angeles,USA,North America,Terminal-4,Berth-4
PR06161,P001,Chennai,India,South Asia,Terminal-1,Berth-5
PR06162,P002,Mumbai,India,South Asia,Terminal-2,Berth-6
PR06163,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-7
PR06164,P004,Dubai,UAE,Middle East,Terminal-4,Berth-8
PR06165,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-9
PR06166,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-10
PR06167,P007,Los Angeles,USA,North America,Terminal-3,Berth-11
PR06168,P001,Chennai,India,South Asia,Terminal-4,Berth-12
PR06169,P002,Mumbai,India,South Asia,Terminal-1,Berth-13
PR06170,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-14
PR06171,P004,Dubai,UAE,Middle East,Terminal-3,Berth-15
PR06172,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-16
PR06173,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-17
PR06174,P007,Los Angeles,USA,North America,Terminal-2,Berth-18
PR06175,P001,Chennai,India,South Asia,Terminal-3,Berth-1
PR06176,P002,Mumbai,India,South Asia,Terminal-4,Berth-2
PR06177,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-3
PR06178,P004,Dubai,UAE,Middle East,Terminal-2,Berth-4
PR06179,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-5
PR06180,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-6
PR06181,P007,Los Angeles,USA,North America,Terminal-1,Berth-7
PR06182,P001,Chennai,India,South Asia,Terminal-2,Berth-8
PR06183,P002,Mumbai,India,South Asia,Terminal-3,Berth-9
PR06184,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-10
PR06185,P004,Dubai,UAE,Middle East,Terminal-1,Berth-11
PR06186,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-12
PR06187,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-13
PR06188,P007,Los Angeles,USA,North America,Terminal-4,Berth-14
PR06189,P001,Chennai,India,South Asia,Terminal-1,Berth-15
PR06190,P002,Mumbai,India,South Asia,Terminal-2,Berth-16
PR06191,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-17
PR06192,P004,Dubai,UAE,Middle East,Terminal-4,Berth-18
PR06193,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-1
PR06194,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-2
PR06195,P007,Los Angeles,USA,North America,Terminal-3,Berth-3
PR06196,P001,Chennai,India,South Asia,Terminal-4,Berth-4
PR06197,P002,Mumbai,India,South Asia,Terminal-1,Berth-5
PR06198,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-6
PR06199,P004,Dubai,UAE,Middle East,Terminal-3,Berth-7
PR06200,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-8
PR06201,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-9
PR06202,P007,Los Angeles,USA,North America,Terminal-2,Berth-10
PR06203,P001,Chennai,India,South Asia,Terminal-3,Berth-11
PR06204,P002,Mumbai,India,South Asia,Terminal-4,Berth-12
PR06205,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-13
PR06206,P004,Dubai,UAE,Middle East,Terminal-2,Berth-14
PR06207,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-15
PR06208,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-16
PR06209,P007,Los Angeles,USA,North America,Terminal-1,Berth-17
PR06210,P001,Chennai,India,South Asia,Terminal-2,Berth-18
PR06211,P002,Mumbai,India,South Asia,Terminal-3,Berth-1
PR06212,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-2
PR06213,P004,Dubai,UAE,Middle East,Terminal-1,Berth-3
PR06214,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-4
PR06215,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-5
PR06216,P007,Los Angeles,USA,North America,Terminal-4,Berth-6
PR06217,P001,Chennai,India,South Asia,Terminal-1,Berth-7
PR06218,P002,Mumbai,India,South Asia,Terminal-2,Berth-8
PR06219,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-9
PR06220,P004,Dubai,UAE,Middle East,Terminal-4,Berth-10
PR06221,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-11
PR06222,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-12
PR06223,P007,Los Angeles,USA,North America,Terminal-3,Berth-13
PR06224,P001,Chennai,India,South Asia,Terminal-4,Berth-14
PR06225,P002,Mumbai,India,South Asia,Terminal-1,Berth-15
PR06226,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-16
PR06227,P004,Dubai,UAE,Middle East,Terminal-3,Berth-17
PR06228,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-18
PR06229,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-1
PR06230,P007,Los Angeles,USA,North America,Terminal-2,Berth-2
PR06231,P001,Chennai,India,South Asia,Terminal-3,Berth-3
PR06232,P002,Mumbai,India,South Asia,Terminal-4,Berth-4
PR06233,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-5
PR06234,P004,Dubai,UAE,Middle East,Terminal-2,Berth-6
PR06235,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-7
PR06236,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-8
PR06237,P007,Los Angeles,USA,North America,Terminal-1,Berth-9
PR06238,P001,Chennai,India,South Asia,Terminal-2,Berth-10
PR06239,P002,Mumbai,India,South Asia,Terminal-3,Berth-11
PR06240,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-12
PR06241,P004,Dubai,UAE,Middle East,Terminal-1,Berth-13
PR06242,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-14
PR06243,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-15
PR06244,P007,Los Angeles,USA,North America,Terminal-4,Berth-16
PR06245,P001,Chennai,India,South Asia,Terminal-1,Berth-17
PR06246,P002,Mumbai,India,South Asia,Terminal-2,Berth-18
PR06247,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-1
PR06248,P004,Dubai,UAE,Middle East,Terminal-4,Berth-2
PR06249,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-3
PR06250,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-4
PR06251,P007,Los Angeles,USA,North America,Terminal-3,Berth-5
PR06252,P001,Chennai,India,South Asia,Terminal-4,Berth-6
PR06253,P002,Mumbai,India,South Asia,Terminal-1,Berth-7
PR06254,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-8
PR06255,P004,Dubai,UAE,Middle East,Terminal-3,Berth-9
PR06256,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-10
PR06257,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-11
PR06258,P007,Los Angeles,USA,North America,Terminal-2,Berth-12
PR06259,P001,Chennai,India,South Asia,Terminal-3,Berth-13
PR06260,P002,Mumbai,India,South Asia,Terminal-4,Berth-14
PR06261,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-15
PR06262,P004,Dubai,UAE,Middle East,Terminal-2,Berth-16
PR06263,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-17
PR06264,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-18
PR06265,P007,Los Angeles,USA,North America,Terminal-1,Berth-1
PR06266,P001,Chennai,India,South Asia,Terminal-2,Berth-2
PR06267,P002,Mumbai,India,South Asia,Terminal-3,Berth-3
PR06268,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-4
PR06269,P004,Dubai,UAE,Middle East,Terminal-1,Berth-5
PR06270,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-6
PR06271,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-7
PR06272,P007,Los Angeles,USA,North America,Terminal-4,Berth-8
PR06273,P001,Chennai,India,South Asia,Terminal-1,Berth-9
PR06274,P002,Mumbai,India,South Asia,Terminal-2,Berth-10
PR06275,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-11
PR06276,P004,Dubai,UAE,Middle East,Terminal-4,Berth-12
PR06277,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-13
PR06278,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-14
PR06279,P007,Los Angeles,USA,North America,Terminal-3,Berth-15
PR06280,P001,Chennai,India,South Asia,Terminal-4,Berth-16
PR06281,P002,Mumbai,India,South Asia,Terminal-1,Berth-17
PR06282,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-18
PR06283,P004,Dubai,UAE,Middle East,Terminal-3,Berth-1
PR06284,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-2
PR06285,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-3
PR06286,P007,Los Angeles,USA,North America,Terminal-2,Berth-4
PR06287,P001,Chennai,India,South Asia,Terminal-3,Berth-5
PR06288,P002,Mumbai,India,South Asia,Terminal-4,Berth-6
PR06289,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-7
PR06290,P004,Dubai,UAE,Middle East,Terminal-2,Berth-8
PR06291,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-9
PR06292,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-10
PR06293,P007,Los Angeles,USA,North America,Terminal-1,Berth-11
PR06294,P001,Chennai,India,South Asia,Terminal-2,Berth-12
PR06295,P002,Mumbai,India,South Asia,Terminal-3,Berth-13
PR06296,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-14
PR06297,P004,Dubai,UAE,Middle East,Terminal-1,Berth-15
PR06298,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-16
PR06299,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-17
PR06300,P007,Los Angeles,USA,North America,Terminal-4,Berth-18
PR06301,P001,Chennai,India,South Asia,Terminal-1,Berth-1
PR06302,P002,Mumbai,India,South Asia,Terminal-2,Berth-2
PR06303,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-3
PR06304,P004,Dubai,UAE,Middle East,Terminal-4,Berth-4
PR06305,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-5
PR06306,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-6
PR06307,P007,Los Angeles,USA,North America,Terminal-3,Berth-7
PR06308,P001,Chennai,India,South Asia,Terminal-4,Berth-8
PR06309,P002,Mumbai,India,South Asia,Terminal-1,Berth-9
PR06310,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-10
PR06311,P004,Dubai,UAE,Middle East,Terminal-3,Berth-11
PR06312,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-12
PR06313,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-13
PR06314,P007,Los Angeles,USA,North America,Terminal-2,Berth-14
PR06315,P001,Chennai,India,South Asia,Terminal-3,Berth-15
PR06316,P002,Mumbai,India,South Asia,Terminal-4,Berth-16
PR06317,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-17
PR06318,P004,Dubai,UAE,Middle East,Terminal-2,Berth-18
PR06319,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-1
PR06320,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-2
PR06321,P007,Los Angeles,USA,North America,Terminal-1,Berth-3
PR06322,P001,Chennai,India,South Asia,Terminal-2,Berth-4
PR06323,P002,Mumbai,India,South Asia,Terminal-3,Berth-5
PR06324,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-6
PR06325,P004,Dubai,UAE,Middle East,Terminal-1,Berth-7
PR06326,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-8
PR06327,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-9
PR06328,P007,Los Angeles,USA,North America,Terminal-4,Berth-10
PR06329,P001,Chennai,India,South Asia,Terminal-1,Berth-11
PR06330,P002,Mumbai,India,South Asia,Terminal-2,Berth-12
PR06331,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-13
PR06332,P004,Dubai,UAE,Middle East,Terminal-4,Berth-14
PR06333,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-15
PR06334,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-16
PR06335,P007,Los Angeles,USA,North America,Terminal-3,Berth-17
PR06336,P001,Chennai,India,South Asia,Terminal-4,Berth-18
PR06337,P002,Mumbai,India,South Asia,Terminal-1,Berth-1
PR06338,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-2
